model,id,product_inventory,last_checked,units,units_sold,,
inventory.stock,1418,1418,NULL,93,0,,
inventory.stock,1419,1419,NULL,157,0,,
inventory.stock,1420,1420,NULL,186,0,,
inventory.stock,1421,1421,NULL,80,0,,
inventory.stock,1422,1422,NULL,155,0,,
inventory.stock,1423,1423,NULL,27,0,,
inventory.stock,1424,1424,NULL,71,0,,
inventory.stock,1425,1425,NULL,124,0,,
inventory.stock,1426,1426,NULL,4,0,,
inventory.stock,1427,1427,NULL,48,0,,
inventory.stock,1428,1428,NULL,34,0,,
inventory.stock,1429,1429,NULL,77,0,,
inventory.stock,1430,1430,NULL,147,0,,
inventory.stock,1431,1431,NULL,5,0,,
inventory.stock,1432,1432,NULL,46,0,,
inventory.stock,1433,1433,NULL,167,0,,
inventory.stock,1434,1434,NULL,4,0,,
inventory.stock,1435,1435,NULL,145,0,,
inventory.stock,1436,1436,NULL,125,0,,
inventory.stock,1437,1437,NULL,17,0,,
inventory.stock,1438,1438,NULL,150,0,,
inventory.stock,1439,1439,NULL,162,0,,
inventory.stock,1440,1440,NULL,112,0,,
inventory.stock,1441,1441,NULL,18,0,,
inventory.stock,1442,1442,NULL,132,0,,
inventory.stock,1443,1443,NULL,175,0,,
inventory.stock,1444,1444,NULL,155,0,,
inventory.stock,1445,1445,NULL,44,0,,
inventory.stock,1446,1446,NULL,96,0,,
inventory.stock,1447,1447,NULL,90,0,,
inventory.stock,1448,1448,NULL,113,0,,
inventory.stock,1449,1449,NULL,89,0,,
inventory.stock,1450,1450,NULL,139,0,,
inventory.stock,1451,1451,NULL,133,0,,
inventory.stock,1452,1452,NULL,172,0,,
inventory.stock,1453,1453,NULL,45,0,,
inventory.stock,1454,1454,NULL,25,0,,
inventory.stock,1455,1455,NULL,88,0,,
inventory.stock,1456,1456,NULL,20,0,,
inventory.stock,1457,1457,NULL,188,0,,
inventory.stock,1458,1458,NULL,160,0,,
inventory.stock,1459,1459,NULL,84,0,,
inventory.stock,1460,1460,NULL,14,0,,
inventory.stock,1461,1461,NULL,16,0,,
inventory.stock,1462,1462,NULL,100,0,,
inventory.stock,1463,1463,NULL,41,0,,
inventory.stock,1464,1464,NULL,123,0,,
inventory.stock,1465,1465,NULL,50,0,,
inventory.stock,1466,1466,NULL,143,0,,
inventory.stock,1467,1467,NULL,125,0,,
inventory.stock,1468,1468,NULL,111,0,,
inventory.stock,1469,1469,NULL,68,0,,
inventory.stock,1470,1470,NULL,33,0,,
inventory.stock,1471,1471,NULL,124,0,,
inventory.stock,1472,1472,NULL,111,0,,
inventory.stock,1473,1473,NULL,108,0,,
inventory.stock,1474,1474,NULL,188,0,,
inventory.stock,1475,1475,NULL,35,0,,
inventory.stock,1476,1476,NULL,188,0,,
inventory.stock,1477,1477,NULL,182,0,,
inventory.stock,1478,1478,NULL,100,0,,
inventory.stock,1479,1479,NULL,56,0,,
inventory.stock,1480,1480,NULL,33,0,,
inventory.stock,1481,1481,NULL,96,0,,
inventory.stock,1482,1482,NULL,113,0,,
inventory.stock,1483,1483,NULL,106,0,,
inventory.stock,1484,1484,NULL,99,0,,
inventory.stock,1485,1485,NULL,180,0,,
inventory.stock,1486,1486,NULL,87,0,,
inventory.stock,1487,1487,NULL,129,0,,
inventory.stock,1488,1488,NULL,1,0,,
inventory.stock,1489,1489,NULL,63,0,,
inventory.stock,1490,1490,NULL,93,0,,
inventory.stock,1491,1491,NULL,196,0,,
inventory.stock,1492,1492,NULL,181,0,,
inventory.stock,1493,1493,NULL,74,0,,
inventory.stock,1494,1494,NULL,199,0,,
inventory.stock,1495,1495,NULL,119,0,,
inventory.stock,1496,1496,NULL,53,0,,
inventory.stock,1497,1497,NULL,17,0,,
inventory.stock,1498,1498,NULL,139,0,,
inventory.stock,1499,1499,NULL,148,0,,
inventory.stock,1500,1500,NULL,27,0,,
inventory.stock,1501,1501,NULL,154,0,,
inventory.stock,1502,1502,NULL,92,0,,
inventory.stock,1503,1503,NULL,141,0,,
inventory.stock,1504,1504,NULL,130,0,,
inventory.stock,1505,1505,NULL,139,0,,
inventory.stock,1506,1506,NULL,33,0,,
inventory.stock,1507,1507,NULL,183,0,,
inventory.stock,1508,1508,NULL,37,0,,
inventory.stock,1509,1509,NULL,135,0,,
inventory.stock,1510,1510,NULL,11,0,,
inventory.stock,1511,1511,NULL,116,0,,
inventory.stock,1512,1512,NULL,140,0,,
inventory.stock,1513,1513,NULL,188,0,,
inventory.stock,1514,1514,NULL,65,0,,
inventory.stock,1515,1515,NULL,46,0,,
inventory.stock,1516,1516,NULL,107,0,,
inventory.stock,1517,1517,NULL,138,0,,
inventory.stock,1518,1518,NULL,86,0,,
inventory.stock,1519,1519,NULL,124,0,,
inventory.stock,1520,1520,NULL,96,0,,
inventory.stock,1521,1521,NULL,190,0,,
inventory.stock,1522,1522,NULL,25,0,,
inventory.stock,1523,1523,NULL,195,0,,
inventory.stock,1524,1524,NULL,38,0,,
inventory.stock,1525,1525,NULL,158,0,,
inventory.stock,1526,1526,NULL,148,0,,
inventory.stock,1527,1527,NULL,133,0,,
inventory.stock,1528,1528,NULL,137,0,,
inventory.stock,1529,1529,NULL,114,0,,
inventory.stock,1530,1530,NULL,135,0,,
inventory.stock,1531,1531,NULL,95,0,,
inventory.stock,1532,1532,NULL,57,0,,
inventory.stock,1533,1533,NULL,61,0,,
inventory.stock,1534,1534,NULL,160,0,,
inventory.stock,1535,1535,NULL,91,0,,
inventory.stock,1536,1536,NULL,143,0,,
inventory.stock,1537,1537,NULL,178,0,,
inventory.stock,1538,1538,NULL,131,0,,
inventory.stock,1539,1539,NULL,22,0,,
inventory.stock,1540,1540,NULL,63,0,,
inventory.stock,1541,1541,NULL,64,0,,
inventory.stock,1542,1542,NULL,64,0,,
inventory.stock,1543,1543,NULL,194,0,,
inventory.stock,1544,1544,NULL,105,0,,
inventory.stock,1545,1545,NULL,78,0,,
inventory.stock,1546,1546,NULL,106,0,,
inventory.stock,1547,1547,NULL,77,0,,
inventory.stock,1548,1548,NULL,102,0,,
inventory.stock,1549,1549,NULL,129,0,,
inventory.stock,1550,1550,NULL,98,0,,
inventory.stock,1551,1551,NULL,83,0,,
inventory.stock,1552,1552,NULL,123,0,,
inventory.stock,1553,1553,NULL,147,0,,
inventory.stock,1554,1554,NULL,90,0,,
inventory.stock,1555,1555,NULL,175,0,,
inventory.stock,1556,1556,NULL,145,0,,
inventory.stock,1557,1557,NULL,183,0,,
inventory.stock,1558,1558,NULL,73,0,,
inventory.stock,1559,1559,NULL,170,0,,
inventory.stock,1560,1560,NULL,142,0,,
inventory.stock,1561,1561,NULL,119,0,,
inventory.stock,1562,1562,NULL,119,0,,
inventory.stock,1563,1563,NULL,108,0,,
inventory.stock,1564,1564,NULL,165,0,,
inventory.stock,1565,1565,NULL,123,0,,
inventory.stock,1566,1566,NULL,71,0,,
inventory.stock,1567,1567,NULL,162,0,,
inventory.stock,1568,1568,NULL,174,0,,
inventory.stock,1569,1569,NULL,185,0,,
inventory.stock,1570,1570,NULL,169,0,,
inventory.stock,1571,1571,NULL,165,0,,
inventory.stock,1572,1572,NULL,93,0,,
inventory.stock,1573,1573,NULL,94,0,,
inventory.stock,1574,1574,NULL,93,0,,
inventory.stock,1575,1575,NULL,178,0,,
inventory.stock,1576,1576,NULL,173,0,,
inventory.stock,1577,1577,NULL,161,0,,
inventory.stock,1578,1578,NULL,53,0,,
inventory.stock,1579,1579,NULL,81,0,,
inventory.stock,1580,1580,NULL,109,0,,
inventory.stock,1581,1581,NULL,108,0,,
inventory.stock,1582,1582,NULL,4,0,,
inventory.stock,1583,1583,NULL,37,0,,
inventory.stock,1584,1584,NULL,8,0,,
inventory.stock,1585,1585,NULL,198,0,,
inventory.stock,1586,1586,NULL,142,0,,
inventory.stock,1587,1587,NULL,46,0,,
inventory.stock,1588,1588,NULL,178,0,,
inventory.stock,1589,1589,NULL,45,0,,
inventory.stock,1590,1590,NULL,180,0,,
inventory.stock,1591,1591,NULL,166,0,,
inventory.stock,1592,1592,NULL,47,0,,
inventory.stock,1593,1593,NULL,89,0,,
inventory.stock,1594,1594,NULL,170,0,,
inventory.stock,1595,1595,NULL,198,0,,
inventory.stock,1596,1596,NULL,66,0,,
inventory.stock,1597,1597,NULL,192,0,,
inventory.stock,1598,1598,NULL,158,0,,
inventory.stock,1599,1599,NULL,16,0,,
inventory.stock,1600,1600,NULL,69,0,,
inventory.stock,1601,1601,NULL,12,0,,
inventory.stock,1602,1602,NULL,138,0,,
inventory.stock,1603,1603,NULL,51,0,,
inventory.stock,1604,1604,NULL,71,0,,
inventory.stock,1605,1605,NULL,26,0,,
inventory.stock,1606,1606,NULL,79,0,,
inventory.stock,1607,1607,NULL,126,0,,
inventory.stock,1608,1608,NULL,58,0,,
inventory.stock,1609,1609,NULL,125,0,,
inventory.stock,1610,1610,NULL,8,0,,
inventory.stock,1611,1611,NULL,135,0,,
inventory.stock,1612,1612,NULL,143,0,,
inventory.stock,1613,1613,NULL,3,0,,
inventory.stock,1614,1614,NULL,194,0,,
inventory.stock,1615,1615,NULL,63,0,,
inventory.stock,1616,1616,NULL,163,0,,
inventory.stock,1617,1617,NULL,136,0,,
inventory.stock,1618,1618,NULL,13,0,,
inventory.stock,1619,1619,NULL,27,0,,
inventory.stock,1620,1620,NULL,12,0,,
inventory.stock,1621,1621,NULL,107,0,,
inventory.stock,1622,1622,NULL,136,0,,
inventory.stock,1623,1623,NULL,87,0,,
inventory.stock,1624,1624,NULL,49,0,,
inventory.stock,1625,1625,NULL,163,0,,
inventory.stock,1626,1626,NULL,57,0,,
inventory.stock,1627,1627,NULL,11,0,,
inventory.stock,1628,1628,NULL,188,0,,
inventory.stock,1629,1629,NULL,142,0,,
inventory.stock,1630,1630,NULL,170,0,,
inventory.stock,1631,1631,NULL,87,0,,
inventory.stock,1632,1632,NULL,195,0,,
inventory.stock,1633,1633,NULL,117,0,,
inventory.stock,1634,1634,NULL,141,0,,
inventory.stock,1635,1635,NULL,200,0,,
inventory.stock,1636,1636,NULL,89,0,,
inventory.stock,1637,1637,NULL,171,0,,
inventory.stock,1638,1638,NULL,11,0,,
inventory.stock,1639,1639,NULL,154,0,,
inventory.stock,1640,1640,NULL,174,0,,
inventory.stock,1641,1641,NULL,61,0,,
inventory.stock,1642,1642,NULL,187,0,,
inventory.stock,1643,1643,NULL,122,0,,
inventory.stock,1644,1644,NULL,86,0,,
inventory.stock,1645,1645,NULL,109,0,,
inventory.stock,1646,1646,NULL,95,0,,
inventory.stock,1647,1647,NULL,175,0,,
inventory.stock,1648,1648,NULL,113,0,,
inventory.stock,1649,1649,NULL,187,0,,
inventory.stock,1650,1650,NULL,166,0,,
inventory.stock,1651,1651,NULL,31,0,,
inventory.stock,1652,1652,NULL,132,0,,
inventory.stock,1653,1653,NULL,93,0,,
inventory.stock,1654,1654,NULL,16,0,,
inventory.stock,1655,1655,NULL,161,0,,
inventory.stock,1656,1656,NULL,27,0,,
inventory.stock,1657,1657,NULL,59,0,,
inventory.stock,1658,1658,NULL,184,0,,
inventory.stock,1659,1659,NULL,4,0,,
inventory.stock,1660,1660,NULL,81,0,,
inventory.stock,1661,1661,NULL,44,0,,
inventory.stock,1662,1662,NULL,63,0,,
inventory.stock,1663,1663,NULL,19,0,,
inventory.stock,1664,1664,NULL,109,0,,
inventory.stock,1665,1665,NULL,56,0,,
inventory.stock,1666,1666,NULL,36,0,,
inventory.stock,1667,1667,NULL,59,0,,
inventory.stock,1668,1668,NULL,105,0,,
inventory.stock,1669,1669,NULL,143,0,,
inventory.stock,1670,1670,NULL,162,0,,
inventory.stock,1671,1671,NULL,7,0,,
inventory.stock,1672,1672,NULL,185,0,,
inventory.stock,1673,1673,NULL,136,0,,
inventory.stock,1674,1674,NULL,29,0,,
inventory.stock,1675,1675,NULL,170,0,,
inventory.stock,1676,1676,NULL,130,0,,
inventory.stock,1677,1677,NULL,191,0,,
inventory.stock,1678,1678,NULL,141,0,,
inventory.stock,1679,1679,NULL,110,0,,
inventory.stock,1680,1680,NULL,86,0,,
inventory.stock,1681,1681,NULL,192,0,,
inventory.stock,1682,1682,NULL,97,0,,
inventory.stock,1683,1683,NULL,137,0,,
inventory.stock,1684,1684,NULL,115,0,,
inventory.stock,1685,1685,NULL,18,0,,
inventory.stock,1686,1686,NULL,174,0,,
inventory.stock,1687,1687,NULL,192,0,,
inventory.stock,1688,1688,NULL,36,0,,
inventory.stock,1689,1689,NULL,191,0,,
inventory.stock,1690,1690,NULL,157,0,,
inventory.stock,1691,1691,NULL,135,0,,
inventory.stock,1692,1692,NULL,18,0,,
inventory.stock,1693,1693,NULL,187,0,,
inventory.stock,1694,1694,NULL,49,0,,
inventory.stock,1695,1695,NULL,187,0,,
inventory.stock,1696,1696,NULL,112,0,,
inventory.stock,1697,1697,NULL,127,0,,
inventory.stock,1698,1698,NULL,4,0,,
inventory.stock,1699,1699,NULL,25,0,,
inventory.stock,1700,1700,NULL,22,0,,
inventory.stock,1701,1701,NULL,148,0,,
inventory.stock,1702,1702,NULL,16,0,,
inventory.stock,1703,1703,NULL,43,0,,
inventory.stock,1704,1704,NULL,141,0,,
inventory.stock,1705,1705,NULL,52,0,,
inventory.stock,1706,1706,NULL,160,0,,
inventory.stock,1707,1707,NULL,10,0,,
inventory.stock,1708,1708,NULL,66,0,,
inventory.stock,1709,1709,NULL,109,0,,
inventory.stock,1710,1710,NULL,25,0,,
inventory.stock,1711,1711,NULL,123,0,,
inventory.stock,1712,1712,NULL,195,0,,
inventory.stock,1713,1713,NULL,58,0,,
inventory.stock,1714,1714,NULL,77,0,,
inventory.stock,1715,1715,NULL,198,0,,
inventory.stock,1716,1716,NULL,134,0,,
inventory.stock,1717,1717,NULL,59,0,,
inventory.stock,1718,1718,NULL,19,0,,
inventory.stock,1719,1719,NULL,19,0,,
inventory.stock,1720,1720,NULL,136,0,,
inventory.stock,1721,1721,NULL,166,0,,
inventory.stock,1722,1722,NULL,128,0,,
inventory.stock,1723,1723,NULL,69,0,,
inventory.stock,1724,1724,NULL,46,0,,
inventory.stock,1725,1725,NULL,69,0,,
inventory.stock,1726,1726,NULL,35,0,,
inventory.stock,1727,1727,NULL,152,0,,
inventory.stock,1728,1728,NULL,128,0,,
inventory.stock,1729,1729,NULL,126,0,,
inventory.stock,1730,1730,NULL,110,0,,
inventory.stock,1731,1731,NULL,199,0,,
inventory.stock,1732,1732,NULL,112,0,,
inventory.stock,1733,1733,NULL,189,0,,
inventory.stock,1734,1734,NULL,128,0,,
inventory.stock,1735,1735,NULL,157,0,,
inventory.stock,1736,1736,NULL,187,0,,
inventory.stock,1737,1737,NULL,141,0,,
inventory.stock,1738,1738,NULL,84,0,,
inventory.stock,1739,1739,NULL,97,0,,
inventory.stock,1740,1740,NULL,105,0,,
inventory.stock,1741,1741,NULL,195,0,,
inventory.stock,1742,1742,NULL,40,0,,
inventory.stock,1743,1743,NULL,17,0,,
inventory.stock,1744,1744,NULL,69,0,,
inventory.stock,1745,1745,NULL,163,0,,
inventory.stock,1746,1746,NULL,50,0,,
inventory.stock,1747,1747,NULL,171,0,,
inventory.stock,1748,1748,NULL,86,0,,
inventory.stock,1749,1749,NULL,71,0,,
inventory.stock,1750,1750,NULL,30,0,,
inventory.stock,1751,1751,NULL,145,0,,
inventory.stock,1752,1752,NULL,73,0,,
inventory.stock,1753,1753,NULL,26,0,,
inventory.stock,1754,1754,NULL,187,0,,
inventory.stock,1755,1755,NULL,36,0,,
inventory.stock,1756,1756,NULL,187,0,,
inventory.stock,1757,1757,NULL,78,0,,
inventory.stock,1758,1758,NULL,103,0,,
inventory.stock,1759,1759,NULL,84,0,,
inventory.stock,1760,1760,NULL,30,0,,
inventory.stock,1761,1761,NULL,193,0,,
inventory.stock,1762,1762,NULL,106,0,,
inventory.stock,1763,1763,NULL,117,0,,
inventory.stock,1764,1764,NULL,64,0,,
inventory.stock,1765,1765,NULL,147,0,,
inventory.stock,1766,1766,NULL,122,0,,
inventory.stock,1767,1767,NULL,89,0,,
inventory.stock,1768,1768,NULL,65,0,,
inventory.stock,1769,1769,NULL,86,0,,
inventory.stock,1770,1770,NULL,194,0,,
inventory.stock,1771,1771,NULL,168,0,,
inventory.stock,1772,1772,NULL,40,0,,
inventory.stock,1773,1773,NULL,36,0,,
inventory.stock,1774,1774,NULL,31,0,,
inventory.stock,1775,1775,NULL,25,0,,
inventory.stock,1776,1776,NULL,158,0,,
inventory.stock,1777,1777,NULL,145,0,,
inventory.stock,1778,1778,NULL,79,0,,
inventory.stock,1779,1779,NULL,118,0,,
inventory.stock,1780,1780,NULL,103,0,,
inventory.stock,1781,1781,NULL,28,0,,
inventory.stock,1782,1782,NULL,146,0,,
inventory.stock,1783,1783,NULL,154,0,,
inventory.stock,1784,1784,NULL,195,0,,
inventory.stock,1785,1785,NULL,89,0,,
inventory.stock,1786,1786,NULL,85,0,,
inventory.stock,1787,1787,NULL,86,0,,
inventory.stock,1788,1788,NULL,188,0,,
inventory.stock,1789,1789,NULL,122,0,,
inventory.stock,1790,1790,NULL,95,0,,
inventory.stock,1791,1791,NULL,152,0,,
inventory.stock,1792,1792,NULL,156,0,,
inventory.stock,1793,1793,NULL,24,0,,
inventory.stock,1794,1794,NULL,75,0,,
inventory.stock,1795,1795,NULL,67,0,,
inventory.stock,1796,1796,NULL,159,0,,
inventory.stock,1797,1797,NULL,101,0,,
inventory.stock,1798,1798,NULL,66,0,,
inventory.stock,1799,1799,NULL,14,0,,
inventory.stock,1800,1800,NULL,188,0,,
inventory.stock,1801,1801,NULL,54,0,,
inventory.stock,1802,1802,NULL,55,0,,
inventory.stock,1803,1803,NULL,191,0,,
inventory.stock,1804,1804,NULL,175,0,,
inventory.stock,1805,1805,NULL,112,0,,
inventory.stock,1806,1806,NULL,126,0,,
inventory.stock,1807,1807,NULL,154,0,,
inventory.stock,1808,1808,NULL,200,0,,
inventory.stock,1809,1809,NULL,63,0,,
inventory.stock,1810,1810,NULL,66,0,,
inventory.stock,1811,1811,NULL,168,0,,
inventory.stock,1812,1812,NULL,67,0,,
inventory.stock,1813,1813,NULL,123,0,,
inventory.stock,1814,1814,NULL,145,0,,
inventory.stock,1815,1815,NULL,62,0,,
inventory.stock,1816,1816,NULL,103,0,,
inventory.stock,1817,1817,NULL,185,0,,
inventory.stock,1818,1818,NULL,21,0,,
inventory.stock,1819,1819,NULL,168,0,,
inventory.stock,1820,1820,NULL,143,0,,
inventory.stock,1821,1821,NULL,163,0,,
inventory.stock,1822,1822,NULL,43,0,,
inventory.stock,1823,1823,NULL,187,0,,
inventory.stock,1824,1824,NULL,91,0,,
inventory.stock,1825,1825,NULL,65,0,,
inventory.stock,1826,1826,NULL,64,0,,
inventory.stock,1827,1827,NULL,90,0,,
inventory.stock,1828,1828,NULL,181,0,,
inventory.stock,1829,1829,NULL,76,0,,
inventory.stock,1830,1830,NULL,11,0,,
inventory.stock,1831,1831,NULL,128,0,,
inventory.stock,1832,1832,NULL,154,0,,
inventory.stock,1833,1833,NULL,66,0,,
inventory.stock,1834,1834,NULL,59,0,,
inventory.stock,1835,1835,NULL,181,0,,
inventory.stock,1836,1836,NULL,150,0,,
inventory.stock,1837,1837,NULL,196,0,,
inventory.stock,1838,1838,NULL,15,0,,
inventory.stock,1839,1839,NULL,143,0,,
inventory.stock,1840,1840,NULL,101,0,,
inventory.stock,1841,1841,NULL,96,0,,
inventory.stock,1842,1842,NULL,43,0,,
inventory.stock,1843,1843,NULL,151,0,,
inventory.stock,1844,1844,NULL,49,0,,
inventory.stock,1845,1845,NULL,154,0,,
inventory.stock,1846,1846,NULL,16,0,,
inventory.stock,1847,1847,NULL,59,0,,
inventory.stock,1848,1848,NULL,23,0,,
inventory.stock,1849,1849,NULL,73,0,,
inventory.stock,1850,1850,NULL,169,0,,
inventory.stock,1851,1851,NULL,90,0,,
inventory.stock,1852,1852,NULL,100,0,,
inventory.stock,1853,1853,NULL,104,0,,
inventory.stock,1854,1854,NULL,128,0,,
inventory.stock,1855,1855,NULL,96,0,,
inventory.stock,1856,1856,NULL,62,0,,
inventory.stock,1857,1857,NULL,186,0,,
inventory.stock,1858,1858,NULL,68,0,,
inventory.stock,1859,1859,NULL,57,0,,
inventory.stock,1860,1860,NULL,162,0,,
inventory.stock,1861,1861,NULL,154,0,,
inventory.stock,1862,1862,NULL,120,0,,
inventory.stock,1863,1863,NULL,167,0,,
inventory.stock,1864,1864,NULL,172,0,,
inventory.stock,1865,1865,NULL,189,0,,
inventory.stock,1866,1866,NULL,160,0,,
inventory.stock,1867,1867,NULL,145,0,,
inventory.stock,1868,1868,NULL,11,0,,
inventory.stock,1869,1869,NULL,175,0,,
inventory.stock,1870,1870,NULL,157,0,,
inventory.stock,1871,1871,NULL,156,0,,
inventory.stock,1872,1872,NULL,56,0,,
inventory.stock,1873,1873,NULL,176,0,,
inventory.stock,1874,1874,NULL,170,0,,
inventory.stock,1875,1875,NULL,111,0,,
inventory.stock,1876,1876,NULL,18,0,,
inventory.stock,1877,1877,NULL,40,0,,
inventory.stock,1878,1878,NULL,126,0,,
inventory.stock,1879,1879,NULL,156,0,,
inventory.stock,1880,1880,NULL,121,0,,
inventory.stock,1881,1881,NULL,187,0,,
inventory.stock,1882,1882,NULL,160,0,,
inventory.stock,1883,1883,NULL,18,0,,
inventory.stock,1884,1884,NULL,199,0,,
inventory.stock,1885,1885,NULL,161,0,,
inventory.stock,1886,1886,NULL,121,0,,
inventory.stock,1887,1887,NULL,181,0,,
inventory.stock,1888,1888,NULL,46,0,,
inventory.stock,1889,1889,NULL,99,0,,
inventory.stock,1890,1890,NULL,158,0,,
inventory.stock,1891,1891,NULL,99,0,,
inventory.stock,1892,1892,NULL,32,0,,
inventory.stock,1893,1893,NULL,35,0,,
inventory.stock,1894,1894,NULL,85,0,,
inventory.stock,1895,1895,NULL,74,0,,
inventory.stock,1896,1896,NULL,90,0,,
inventory.stock,1897,1897,NULL,180,0,,
inventory.stock,1898,1898,NULL,192,0,,
inventory.stock,1899,1899,NULL,160,0,,
inventory.stock,1900,1900,NULL,154,0,,
inventory.stock,1901,1901,NULL,117,0,,
inventory.stock,1902,1902,NULL,49,0,,
inventory.stock,1903,1903,NULL,15,0,,
inventory.stock,1904,1904,NULL,191,0,,
inventory.stock,1905,1905,NULL,164,0,,
inventory.stock,1906,1906,NULL,195,0,,
inventory.stock,1907,1907,NULL,59,0,,
inventory.stock,1908,1908,NULL,200,0,,
inventory.stock,1909,1909,NULL,18,0,,
inventory.stock,1910,1910,NULL,103,0,,
inventory.stock,1911,1911,NULL,132,0,,
inventory.stock,1912,1912,NULL,185,0,,
inventory.stock,1913,1913,NULL,54,0,,
inventory.stock,1914,1914,NULL,96,0,,
inventory.stock,1915,1915,NULL,38,0,,
inventory.stock,1916,1916,NULL,129,0,,
inventory.stock,1917,1917,NULL,9,0,,
inventory.stock,1918,1918,NULL,141,0,,
inventory.stock,1919,1919,NULL,146,0,,
inventory.stock,1920,1920,NULL,113,0,,
inventory.stock,1921,1921,NULL,125,0,,
inventory.stock,1922,1922,NULL,198,0,,
inventory.stock,1923,1923,NULL,109,0,,
inventory.stock,1924,1924,NULL,114,0,,
inventory.stock,1925,1925,NULL,22,0,,
inventory.stock,1926,1926,NULL,186,0,,
inventory.stock,1927,1927,NULL,159,0,,
inventory.stock,1928,1928,NULL,141,0,,
inventory.stock,1929,1929,NULL,82,0,,
inventory.stock,1930,1930,NULL,95,0,,
inventory.stock,1931,1931,NULL,137,0,,
inventory.stock,1932,1932,NULL,26,0,,
inventory.stock,1933,1933,NULL,82,0,,
inventory.stock,1934,1934,NULL,149,0,,
inventory.stock,1935,1935,NULL,200,0,,
inventory.stock,1936,1936,NULL,110,0,,
inventory.stock,1937,1937,NULL,195,0,,
inventory.stock,1938,1938,NULL,49,0,,
inventory.stock,1939,1939,NULL,138,0,,
inventory.stock,1940,1940,NULL,27,0,,
inventory.stock,1941,1941,NULL,86,0,,
inventory.stock,1942,1942,NULL,133,0,,
inventory.stock,1943,1943,NULL,197,0,,
inventory.stock,1944,1944,NULL,9,0,,
inventory.stock,1945,1945,NULL,113,0,,
inventory.stock,1946,1946,NULL,106,0,,
inventory.stock,1947,1947,NULL,10,0,,
inventory.stock,1948,1948,NULL,136,0,,
inventory.stock,1949,1949,NULL,87,0,,
inventory.stock,1950,1950,NULL,59,0,,
inventory.stock,1951,1951,NULL,163,0,,
inventory.stock,1952,1952,NULL,98,0,,
inventory.stock,1953,1953,NULL,20,0,,
inventory.stock,1954,1954,NULL,112,0,,
inventory.stock,1955,1955,NULL,139,0,,
inventory.stock,1956,1956,NULL,109,0,,
inventory.stock,1957,1957,NULL,69,0,,
inventory.stock,1958,1958,NULL,167,0,,
inventory.stock,1959,1959,NULL,19,0,,
inventory.stock,1960,1960,NULL,106,0,,
inventory.stock,1961,1961,NULL,128,0,,
inventory.stock,1962,1962,NULL,13,0,,
inventory.stock,1963,1963,NULL,164,0,,
inventory.stock,1964,1964,NULL,165,0,,
inventory.stock,1965,1965,NULL,126,0,,
inventory.stock,1966,1966,NULL,51,0,,
inventory.stock,1967,1967,NULL,140,0,,
inventory.stock,1968,1968,NULL,22,0,,
inventory.stock,1969,1969,NULL,35,0,,
inventory.stock,1970,1970,NULL,126,0,,
inventory.stock,1971,1971,NULL,149,0,,
inventory.stock,1972,1972,NULL,87,0,,
inventory.stock,1973,1973,NULL,194,0,,
inventory.stock,1974,1974,NULL,70,0,,
inventory.stock,1975,1975,NULL,59,0,,
inventory.stock,1976,1976,NULL,108,0,,
inventory.stock,1977,1977,NULL,196,0,,
inventory.stock,1978,1978,NULL,131,0,,
inventory.stock,1979,1979,NULL,75,0,,
inventory.stock,1980,1980,NULL,128,0,,
inventory.stock,1981,1981,NULL,121,0,,
inventory.stock,1982,1982,NULL,94,0,,
inventory.stock,1983,1983,NULL,26,0,,
inventory.stock,1984,1984,NULL,18,0,,
inventory.stock,1985,1985,NULL,90,0,,
inventory.stock,1986,1986,NULL,40,0,,
inventory.stock,1987,1987,NULL,91,0,,
inventory.stock,1988,1988,NULL,55,0,,
inventory.stock,1989,1989,NULL,63,0,,
inventory.stock,1990,1990,NULL,74,0,,
inventory.stock,1991,1991,NULL,107,0,,
inventory.stock,1992,1992,NULL,5,0,,
inventory.stock,1993,1993,NULL,64,0,,
inventory.stock,1994,1994,NULL,43,0,,
inventory.stock,1995,1995,NULL,183,0,,
inventory.stock,1996,1996,NULL,143,0,,
inventory.stock,1997,1997,NULL,73,0,,
inventory.stock,1998,1998,NULL,59,0,,
inventory.stock,1999,1999,NULL,69,0,,
inventory.stock,2000,2000,NULL,66,0,,
inventory.stock,2001,2001,NULL,131,0,,
inventory.stock,2002,2002,NULL,22,0,,
inventory.stock,2003,2003,NULL,82,0,,
inventory.stock,2004,2004,NULL,25,0,,
inventory.stock,2005,2005,NULL,199,0,,
inventory.stock,2006,2006,NULL,134,0,,
inventory.stock,2007,2007,NULL,131,0,,
inventory.stock,2008,2008,NULL,161,0,,
inventory.stock,2009,2009,NULL,161,0,,
inventory.stock,2010,2010,NULL,19,0,,
inventory.stock,2011,2011,NULL,64,0,,
inventory.stock,2012,2012,NULL,167,0,,
inventory.stock,2013,2013,NULL,16,0,,
inventory.stock,2014,2014,NULL,83,0,,
inventory.stock,2015,2015,NULL,172,0,,
inventory.stock,2016,2016,NULL,52,0,,
inventory.stock,2017,2017,NULL,196,0,,
inventory.stock,2018,2018,NULL,183,0,,
inventory.stock,2019,2019,NULL,41,0,,
inventory.stock,2020,2020,NULL,53,0,,
inventory.stock,2021,2021,NULL,98,0,,
inventory.stock,2022,2022,NULL,32,0,,
inventory.stock,2023,2023,NULL,52,0,,
inventory.stock,2024,2024,NULL,144,0,,
