model,id,sku,upc,product_type,product,brand,is_active,retail_price,store_price,sale_price,weight,created_at,updated_at
inventory.productinventory,1664,7779183523,718387110961,1,1664,259,1,96,92,46,976,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1665,5452828300,734320724168,1,1665,259,1,77,72,36,1127,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1666,1047362995,171232806390,1,1666,259,1,96,92,46,1071,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1667,1050977525,867484298992,1,1667,259,1,77,72,36,937,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1668,2549962004,928420455249,1,1668,260,1,74,70,35,1000,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1669,6718401460,986160842418,1,1669,260,1,99,94,47,1150,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1670,6526654289,580759677204,1,1670,260,1,86,82,41,1098,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1671,6697537413,422875551083,1,1671,261,1,91,86,43,946,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1672,5631058047,116530950206,1,1672,261,1,85,80,40,983,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1673,9892997370,959363086251,1,1673,261,1,80,76,38,1056,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1674,7873073723,112937072798,1,1674,262,1,94,90,45,943,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1675,8754364240,694978047955,1,1675,262,1,99,94,47,1072,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1676,2628315061,243381719357,1,1676,262,1,83,78,39,1108,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1677,6553093983,570443529144,1,1677,262,1,82,78,39,1015,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1678,1040181089,382053941406,1,1678,262,1,85,80,40,954,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1679,3141242210,853725089140,1,1679,263,1,72,68,34,1038,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1680,5519007557,502323557477,1,1680,263,1,96,92,46,950,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1681,4092510651,402878414676,1,1681,264,1,96,92,46,995,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1682,9800667014,671762614691,1,1682,265,1,82,78,39,1108,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1683,8885979123,377196274836,1,1683,265,1,76,72,36,987,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1684,8000453126,639028771416,1,1684,265,1,99,94,47,1031,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1685,9015592328,205968309496,1,1685,265,1,91,86,43,1099,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1686,7184805619,198577689254,1,1686,265,1,72,68,34,1039,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1687,5344478863,685825093802,1,1687,265,1,82,78,39,1077,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1688,7108462388,105355472291,1,1688,265,1,89,84,42,1120,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1689,6374019353,270209449794,1,1689,265,1,97,92,46,1050,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1690,6891021995,358759052845,1,1690,265,1,77,72,36,952,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1691,4675325803,439753513960,1,1691,265,1,72,68,34,1066,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1692,7703630832,926059496090,1,1692,265,1,72,68,34,1097,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1693,7247336529,394839976999,1,1693,265,1,72,68,34,1145,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1694,9425023151,424835870418,1,1694,265,1,94,90,45,939,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1695,6031889133,975833501664,1,1695,265,1,77,72,36,994,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1696,9234798035,390962652427,1,1696,265,1,81,76,38,991,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1697,5926358831,280288866536,1,1697,265,1,76,72,36,910,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1698,2193433522,229641385794,1,1698,266,1,91,86,43,1079,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1699,5830550639,655817489172,1,1699,266,1,93,88,44,997,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1700,1120296253,754719101641,1,1700,266,1,95,90,45,953,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1701,3739839466,819227479311,1,1701,266,1,91,86,43,1002,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1702,7557873866,215556242762,1,1702,266,1,78,74,37,1035,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1703,3129849495,751345121248,1,1703,266,1,93,88,44,1095,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1704,1634337525,617160141928,1,1704,266,1,71,66,33,1051,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1705,6598822001,604626754525,1,1705,266,1,74,70,35,1038,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1706,8509756047,860891266028,1,1706,266,1,72,68,34,1060,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1707,5482822242,229845941302,1,1707,266,1,98,94,47,1087,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1708,8803990462,651391348999,1,1708,266,1,99,94,47,1134,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1709,2087178900,414775368590,1,1709,266,1,73,68,34,1113,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1710,6724235852,905599422951,1,1710,266,1,80,76,38,913,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1711,8762653915,214403066932,1,1711,266,1,82,78,39,1038,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1712,9588028342,343213745850,1,1712,266,1,94,90,45,1013,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1713,2897478207,230104319048,1,1713,266,1,88,84,42,926,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1714,2578940538,594966228195,1,1714,266,1,91,86,43,954,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1715,6714511962,155008094218,1,1715,266,1,73,68,34,972,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1716,1688015531,596788457452,1,1716,266,1,76,72,36,944,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1717,7682581693,260818712896,1,1717,266,1,81,76,38,1057,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1718,4611932999,184542659997,1,1718,267,1,88,84,42,979,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1719,9237301042,751127950667,1,1719,268,1,92,88,44,1149,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1720,1447168516,267086051480,1,1720,268,1,92,88,44,1044,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1721,7477560183,864867769122,1,1721,269,1,82,78,39,1092,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1722,5409070049,609502670734,1,1722,268,1,93,88,44,1041,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1723,5995460608,618252594397,1,1723,268,1,95,90,45,1043,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1724,5233001597,302248907189,1,1724,269,1,86,82,41,1131,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1725,6273775525,822095842394,1,1725,270,1,81,76,38,1062,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1726,4542613584,839559968139,1,1726,271,1,87,82,41,1071,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1727,3624823289,101718349408,1,1727,271,1,73,68,34,909,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1728,1194144659,841490312886,1,1728,272,1,79,74,37,1140,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1729,5162839049,456499412364,1,1729,272,1,72,68,34,1133,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1730,1514240428,338221584140,1,1730,272,1,93,88,44,912,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1731,9104854202,695176870092,1,1731,272,1,92,88,44,936,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1732,8089605973,613074930583,1,1732,272,1,91,86,43,932,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1733,7012877856,597586707562,1,1733,272,1,80,76,38,1090,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1734,5677918445,118350953874,1,1734,272,1,75,70,35,998,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1735,4730156137,630459298324,1,1735,272,1,92,88,44,1008,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1736,6691854596,248698051982,1,1736,272,1,98,94,47,989,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1737,7834107387,569882784438,1,1737,272,1,93,88,44,982,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1738,3842403953,583482012927,1,1738,272,1,97,92,46,974,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1739,7019872376,397052197254,1,1739,272,1,97,92,46,1009,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1740,6475492193,867404546320,1,1740,273,1,89,84,42,1149,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1741,1500115475,877434733596,1,1741,274,1,85,80,40,1083,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1742,1925895763,972063244039,1,1742,274,1,97,92,46,1102,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1743,7925133697,746077483767,1,1743,274,1,96,92,46,985,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1744,7115985323,277315393376,1,1744,274,1,86,82,41,1094,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1745,1616573368,490202080006,1,1745,274,1,99,94,47,913,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1746,8129074137,106769494258,1,1746,274,1,85,80,40,1071,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1747,4337939990,712925887630,1,1747,274,1,74,70,35,1085,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1748,9901675227,501798445062,1,1748,274,1,99,94,47,1096,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1749,4665266126,289425697691,1,1749,274,1,83,78,39,1039,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1750,9931709130,415613144854,1,1750,274,1,82,78,39,1109,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1751,6976961979,701090885755,1,1751,274,1,94,90,45,1075,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1752,5748355895,764317071511,1,1752,275,1,84,80,40,1025,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1753,8484724617,558098559422,1,1753,276,1,77,72,36,974,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1754,8179794856,980444182276,1,1754,277,1,89,84,42,916,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1755,3337173045,984991393669,1,1755,278,1,79,74,37,967,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1756,8038948362,241282605620,1,1756,278,1,91,86,43,1026,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1757,5406307698,832738363823,1,1757,278,1,81,76,38,1046,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1758,8188345889,251168445725,1,1758,278,1,90,86,43,940,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1759,5868937349,593044670591,1,1759,278,1,86,82,41,1035,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1760,8882974423,841048551081,1,1760,278,1,98,94,47,1072,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1761,5792876463,928301935623,1,1761,278,1,90,86,43,1118,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1762,6171761472,827557058477,1,1762,279,1,76,72,36,1033,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1763,6286274934,908322047718,1,1763,279,1,85,80,40,923,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1764,6494788865,670128434671,1,1764,279,1,81,76,38,997,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1765,2526071563,777036074948,1,1765,279,1,91,86,43,951,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1766,9314252983,514223864642,1,1766,279,1,78,74,37,1042,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1767,8784686930,736835761373,1,1767,279,1,74,70,35,1108,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1768,9628928194,465133641679,1,1768,279,1,91,86,43,1104,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1769,1410358962,494852983274,1,1769,280,1,79,74,37,1033,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1770,7019812870,458002077633,1,1770,279,1,87,82,41,1111,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1771,3921856223,673749873975,1,1771,279,1,76,72,36,936,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1772,5941238648,518822032947,1,1772,279,1,79,74,37,1073,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1773,1586917972,105031388894,1,1773,279,1,79,74,37,1019,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1774,5983894344,799414383296,1,1774,279,1,90,86,43,1139,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1775,3039505480,699953496857,1,1775,279,1,81,76,38,1127,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1776,7431632545,853950882044,1,1776,279,1,82,78,39,1049,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1777,5837507507,614331965269,1,1777,279,1,92,88,44,1146,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1778,3770884738,679709299079,1,1778,281,1,77,72,36,909,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1779,1518434456,892310183740,1,1779,281,1,70,66,33,955,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1780,8115688941,908507953305,1,1780,282,1,93,88,44,1033,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1781,8688645774,896806757428,1,1781,283,1,91,86,43,1046,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1782,4030845245,176386886663,1,1782,284,1,90,86,43,1121,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1783,5428754203,604031212122,1,1783,284,1,72,68,34,1036,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1784,5753490924,626296422069,1,1784,284,1,97,92,46,980,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1785,8098216989,600585040467,1,1785,284,1,73,68,34,936,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1786,4682923731,544205481000,1,1786,284,1,70,66,33,1138,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1787,2318208479,285371277094,1,1787,284,1,86,82,41,1034,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1788,2836261623,198279549720,1,1788,284,1,82,78,39,1066,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1789,2464270815,857223675486,1,1789,284,1,96,92,46,945,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1790,9951506846,301499564779,1,1790,284,1,80,76,38,1025,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1791,5480619537,781362839554,1,1791,284,1,89,84,42,1141,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1792,4693140289,348715326152,1,1792,284,1,74,70,35,1086,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1793,7028222404,222418299974,1,1793,284,1,96,92,46,1008,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1794,6371274491,805092084913,1,1794,284,1,79,74,37,949,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1795,1801750864,618934095950,1,1795,284,1,88,84,42,1116,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1796,4044200293,504212271292,1,1796,284,1,93,88,44,998,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1797,2851518539,721844777562,1,1797,284,1,95,90,45,1125,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1798,9075529631,861981568325,1,1798,285,1,92,88,44,1055,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1799,5829744254,827613491201,1,1799,285,1,87,82,41,1006,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1800,4182375675,503103892683,1,1800,285,1,76,72,36,982,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1801,2437164072,708818919112,1,1801,285,1,85,80,40,1125,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1802,8234520704,383291795308,1,1802,285,1,80,76,38,940,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1803,3789370543,276874315683,1,1803,285,1,79,74,37,1016,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1804,9422958655,810773501634,1,1804,285,1,91,86,43,1009,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1805,5543361765,395577652464,1,1805,285,1,96,92,46,1044,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1806,2373485330,613713996012,1,1806,285,1,86,82,41,963,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1807,4426885414,368693263785,1,1807,285,1,70,66,33,1094,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1808,9215662795,345673290329,1,1808,285,1,80,76,38,1122,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1809,5760387506,473028496766,1,1809,286,1,77,72,36,953,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1810,1911881861,986515112086,1,1810,287,1,92,88,44,1107,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1811,5699278765,469796126085,1,1811,288,1,79,74,37,1126,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1812,7650521406,198641601569,1,1812,288,1,95,90,45,953,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1813,3455834588,500923259442,1,1813,288,1,87,82,41,952,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1814,2293366029,370908140192,1,1814,289,1,95,90,45,921,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1815,5097990519,662623453409,1,1815,289,1,79,74,37,1134,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1816,7029585805,714007401096,1,1816,289,1,84,80,40,1122,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1817,4156088400,656934469804,1,1817,289,1,85,80,40,997,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1818,8737138200,883478845534,1,1818,289,1,90,86,43,925,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1819,6548500019,192506503196,1,1819,289,1,72,68,34,1076,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1820,6448126921,198801298653,1,1820,289,1,88,84,42,960,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1821,1871419718,335040256052,1,1821,289,1,86,82,41,1147,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1822,4349976572,956461535340,1,1822,289,1,86,82,41,1029,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1823,8765273224,404449872272,1,1823,289,1,72,68,34,1086,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1824,9831484836,315270562828,1,1824,290,1,85,80,40,1000,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1825,6843057248,109090990412,1,1825,291,1,96,92,46,1134,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1826,7244335395,175065742601,1,1826,291,1,98,94,47,1110,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1827,7897034777,382408891186,1,1827,291,1,80,76,38,1000,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1828,7360197367,537611121780,1,1828,291,1,79,74,37,1051,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1829,2379780644,195223506935,1,1829,291,1,87,82,41,917,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1830,6056013385,902965005689,1,1830,291,1,81,76,38,1000,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1831,9476224639,683268702548,1,1831,291,1,81,76,38,1009,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1832,1653412983,776115802287,1,1832,291,1,98,94,47,944,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1833,5446651016,959535601124,1,1833,292,1,87,82,41,1054,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1834,8074845515,988422301320,1,1834,292,1,96,92,46,1137,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1835,3265002547,552489293380,1,1835,292,1,84,80,40,1148,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1836,3222391566,185349050403,1,1836,293,1,75,70,35,1144,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1837,4930559420,637779231733,1,1837,293,1,96,92,46,1149,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1838,2337860742,161362179505,1,1838,294,1,75,70,35,936,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1839,8354347117,481085614523,1,1839,295,1,70,66,33,995,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1840,8620650599,761283159814,1,1840,295,1,71,66,33,931,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1841,3511385894,302822503983,1,1841,295,1,76,72,36,1072,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1842,9430761304,584856097146,1,1842,295,1,88,84,42,1015,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1843,2528020673,219645902709,1,1843,295,1,79,74,37,1108,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1844,1006592027,616642962046,1,1844,295,1,91,86,43,1101,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1845,6983228463,386639906668,1,1845,295,1,95,90,45,909,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1846,9388604868,839320597425,1,1846,295,1,70,66,33,913,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1847,7722657554,750741253038,1,1847,295,1,89,84,42,1111,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1848,4378185631,669296842375,1,1848,295,1,75,70,35,1015,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1849,8600767748,240618715123,1,1849,295,1,85,80,40,1051,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1850,4392686793,382794498999,1,1850,295,1,87,82,41,1035,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1851,9021854086,896824485175,1,1851,295,1,71,66,33,956,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1852,2847194611,894634399692,1,1852,295,1,86,82,41,1087,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1853,6707031475,561819178698,1,1853,295,1,74,70,35,1020,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1854,6422997234,784753015801,1,1854,295,1,98,94,47,1055,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1855,8907377911,876072079781,1,1855,295,1,78,74,37,1031,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1856,9388817560,859014325759,1,1856,295,1,80,76,38,1078,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
inventory.productinventory,1857,9035077048,221583752764,1,1857,296,1,90,86,43,981,2021-09-04 22:14:18.279095,2021-09-04 22:14:18.279095
